symbol_color
#f36f20
YYYYMMDD,HHMMSS,Latitude,Longitude,Magnitude
19871124,133300,32.99716667,-115.8848333,4.4
19871124,133355,33.1305,-115.8746667,4.3
19871124,133439,32.94233333,-115.7636667,4.7
19871124,134613,33.01183333,-115.863,4
19871124,134655,33.02266667,-115.8046667,3.7
19871124,135217,33.00716667,-115.8318333,3.7
19871124,135341,32.99116667,-115.835,4.2
19871124,140111,33.00666667,-115.7986667,3.6
19871124,140410,32.96566667,-115.7665,3.5
19871124,140932,33.02483333,-115.8918333,3.5
19871124,142439,32.9935,-115.8168333,3.5
19871124,143629,33.043,-115.8035,4.1
19871124,152639,33.0085,-115.8226667,3.5
19871124,164116,32.99416667,-115.807,3.5
19871124,165652,32.9635,-115.7586667,3.5
19871124,184724,33.066,-115.9305,3.7
19871124,185040,33.01666667,-115.881,4.1
19871125,34651,33.0145,-115.8488333,3.5
19871125,41733,33.055,-115.9325,3.5
19871125,43017,32.98016667,-115.8181667,3.7
19871125,60703,32.9935,-115.8518333,3.7
19871125,135410,32.97916667,-115.816,4
19871126,1931,32.99666667,-115.8501667,3.8
19871126,2215,32.99816667,-115.8476667,3.7
19871126,15627,32.987,-115.8236667,3.9
19871126,173901,33.02866667,-115.8881667,4.5
19871127,11010,32.9955,-115.8163333,4.5
19871127,63922,36.25366667,-120.2933333,3.5
19871127,92257,33.001,-115.803,3.8
19871128,3910,32.98,-115.809,4.2
19871201,111319,34.29333333,-116.9228333,3.6
19871202,40306,32.995,-115.8135,4.6
19871203,190436,33.006,-115.8735,3.9
19871215,182346,35.37233333,-118.7743333,4
19871217,15158,33.02966667,-117.7641667,3.7
19871219,80645,32.94166667,-117.735,3.6
19871225,181548,33.12483333,-115.7411667,3.5
19871231,213401,34.17566667,-116.4163333,3.9
19880105,90313,33.07033333,-117.8596667,3.9
19880119,231532,34.07283333,-118.0615,3.6
19880122,5220,33.81583333,-117.0326667,3.5
19880128,25402,32.91933333,-115.6783333,4.7
19880211,152555,34.07716667,-118.0475,4.7
19880217,235651,33.2645,-116.0911667,3.5
19880222,74313,35.546,-119.6763333,4.2
19880228,52502,32.62016667,-115.834,3.7
19880228,75252,32.63483333,-115.8383333,4.1
19880228,75611,32.63583333,-115.8391667,3.6
19880228,75823,32.63283333,-115.8381667,3.7
19880321,63809,32.08766667,-115.4916667,3.8
19880323,84246,34.2495,-119.6221667,4
19880324,175636,32.37716667,-115.2635,3.7
19880326,145420,33.99633333,-118.7105,3.8
19880401,185253,32.92616667,-116.223,3.7
19880404,204159,36.33583333,-120.3541667,4.3
19880404,204547,36.3725,-120.3628333,4
19880405,143832,32.667,-116.0308333,3.8
19880418,71241,35.685,-117.499,3.5
19880419,64248,36.7285,-120.6555,3.7
19880428,61607,35.585,-116.288,3.7
19880429,52914,34.027,-116.7645,3.7
19880501,224249,32.98766667,-117.8708333,3.9
19880504,2128,36.7365,-120.6815,3.6
19880517,193837,33.2405,-116.247,4.3
19880530,160510,36.4495,-117.8491667,3.7
19880530,172818,36.44066667,-117.8573333,3.9
19880604,3157,33.97766667,-117.116,3.6
19880610,230643,34.943,-118.7426667,5.4
19880610,232211,34.93733333,-118.7536667,3.6
19880618,132225,33.91033333,-116.9463333,3.5
19880618,200611,36.28183333,-120.2885,3.6
19880621,200251,32.10333333,-116.4011667,3.9
19880626,150458,34.13616667,-117.7095,4.7
19880626,160956,34.13816667,-117.7023333,3.5
19880702,2658,33.48316667,-116.4385,4.4
19880705,181847,36.42583333,-118.0255,4.4
19880706,105505,34.13566667,-117.7133333,3.8
19880715,105739,32.10483333,-116.4001667,4
19880727,165740,36.59033333,-121.188,3.8
19880728,112024,36.3915,-118.0453333,3.6
19880731,102602,36.2055,-120.2376667,3.7
19880810,182451,36.457,-118.0401667,3.7
19880812,144057,36.228,-120.331,3.9
19880820,181528,32.50683333,-117.9103333,4
19880821,111434,32.2275,-115.0578333,3.5
19880826,45721,34.52733333,-116.4275,3.6
19880902,181234,32.02916667,-116.3715,3.5
19880908,231643,35.0895,-118.9621667,3.6
19880912,132434,33.8665,-118.457,4
19880922,233317,36.55033333,-120.6931667,3.6
19880924,73344,34.42833333,-120.8591667,3.7
19880930,75814,33.0365,-117.8576667,3.5
19881008,211420,36.10333333,-117.8605,3.7
19881010,204028,32.44983333,-118.2328333,3.6
19881017,95259,36.69483333,-121.4435,3.6
19881019,134446,34.93616667,-118.7616667,3.9
19881019,224754,33.1805,-115.604,4.2
19881019,225547,33.19166667,-115.6113333,3.5
19881030,200219,34.60483333,-120.721,3.6
19881105,235032,34.041,-117.1881667,3.7
19881120,53928,33.50733333,-118.0711667,4.8
19881203,113826,34.151,-118.1301667,5
19881215,192110,35.66966667,-121.7723333,3.7
19881216,15028,36.824,-121.2575,3.8
19881216,55305,33.97883333,-116.6813333,5
19881222,222113,36.22633333,-120.2988333,3.9
19890109,230118,34.51316667,-120.7015,4
19890115,153955,32.9475,-117.7363333,4.3
19890119,65328,33.91866667,-118.6275,5
19890119,220157,33.91866667,-118.6355,3.9
19890121,22619,35.125,-118.6595,3.6
19890131,3833,35.09816667,-119.0878333,3.7
19890202,45154,33.94216667,-118.8563333,4
19890210,35619,33.0075,-117.858,3.6
19890214,154354,35.043,-119.1558333,4.1
19890215,135041,33.02333333,-115.834,3.7
19890218,71704,34.00633333,-117.7385,4.1
19890225,10019,33.9315,-118.6251667,3.8
19890303,164616,35.26583333,-118.5935,3.9
19890306,221647,33.1815,-115.5988333,4.6
19890306,222038,33.17533333,-115.6201667,3.8
19890306,224555,33.1705,-115.6245,3.6
19890306,225734,33.205,-115.6003333,3.5
19890306,225832,33.181,-115.5961667,3.6
19890307,2458,33.18083333,-115.6113333,3.7
19890307,14727,33.17783333,-115.6148333,3.6
19890307,74344,33.18183333,-115.594,4
19890321,120451,33.99,-119.1105,3.9
19890324,231649,33.18383333,-115.5848333,3.6
19890329,92949,34.914,-118.9923333,4.3
19890407,200730,33.61883333,-117.902,4.8
19890426,221031,33.93183333,-118.5793333,3.5
19890505,141155,32.9455,-117.7401667,3.6
19890507,60747,33.93433333,-117.9115,3.7
19890508,152540,32.351,-115.248,3.5
19890525,124010,35.83883333,-120.4216667,3.9
19890601,93351,34.01383333,-117.1708333,3.6
19890604,213359,34.59666667,-116.8385,4.3
19890612,165718,34.0275,-118.1796667,4.8
19890612,172225,34.0215,-118.1785,4.5
19890616,70046,34.79433333,-121.0963333,3.5
19890711,80218,32.07216667,-115.5401667,3.8
19890802,213553,32.47433333,-115.2365,3.6
19890809,134211,33.49816667,-116.519,3.6
19890904,175341,33.33266667,-116.2383333,3.6
19890915,132005,34.28183333,-117.4876667,3.8
19890930,92103,36.51583333,-120.4818333,3.8
19891018,215253,36.30916667,-120.368,3.5
19891019,115023,32.66183333,-115.874,3.9
19891109,54507,34.26283333,-119.4845,3.7
19891110,64042,32.38933333,-115.287,3.5
19891201,111651,36.65183333,-121.3213333,3.5
19891201,123743,36.672,-121.449,4.1
19891202,231647,33.64566667,-116.7416667,4.4
19891206,191523,33.807,-117.0355,3.5
19891210,42040,35.63616667,-121.6416667,4.5
19891218,62704,33.73383333,-116.0238333,4.1
19891222,30325,33.624,-116.6878333,3.7
19891223,163745,36.45616667,-120.3696667,3.5
19891228,94108,34.19233333,-117.3863333,4.2
19891230,24617,32.3845,-115.2553333,3.7
19900102,95053,33.653,-116.7698333,3.6
19900103,115427,33.255,-116.3745,3.5
19900111,12210,35.225,-118.215,4
19900111,230857,35.22533333,-118.2188333,3.7
19900112,91023,36.45933333,-120.7486667,4.1
19900112,195056,36.3385,-120.365,3.5
19900117,232718,33.87133333,-118.2625,3.6
19900119,123917,35.226,-118.2203333,3.9
19900121,123242,36.14133333,-120.0216667,3.5
19900205,5101,33.50316667,-116.45,3.5
19900206,181407,34.94766667,-121.0948333,3.6
19900217,34603,34.3535,-117.2088333,3.5
19900218,155259,33.50883333,-116.452,4.3
19900218,155455,33.50966667,-116.4545,3.5
19900228,203724,34.1385,-117.7041667,3.7
19900228,234336,34.14366667,-117.6973333,5.5
19900301,3457,34.12666667,-117.7013333,4
19900301,13956,34.1325,-117.7163333,3.7
19900301,32303,34.1525,-117.7201667,4.7
19900302,172625,34.145,-117.6946667,4.5
19900304,164515,34.11583333,-117.6838333,3.6
19900308,62517,34.13133333,-117.7181667,3.8
19900317,230136,35.2485,-116.708,3.6
19900331,225948,32.37916667,-115.2391667,4
19900404,21339,34.32583333,-117.0885,4
19900404,85439,32.96983333,-117.8138333,4.5
19900407,10705,33.87083333,-116.1563333,4.1
19900412,11255,33.88066667,-116.1536667,3.6
19900414,111411,33.87283333,-116.1598333,3.6
19900417,84732,34.16333333,-117.7331667,3.6
19900417,141159,34.10616667,-117.7208333,3.5
19900417,223227,34.10566667,-117.7216667,4.5
19900418,143249,33.87733333,-116.1651667,4
19900420,32446,34.1155,-117.7203333,3.7
19900424,112719,33.87916667,-116.159,3.6
19900501,84102,32.1,-117.6338333,4
19900516,171814,36.29133333,-120.2735,3.5
19900519,175558,36.32033333,-120.291,3.5
19900531,173919,34.43,-116.9656667,3.6
19900604,21638,36.43033333,-120.0758333,3.8
19900605,50445,36.49116667,-117.4745,3.7
19900609,503,32.81333333,-115.5696667,3.6
19900617,60805,34.0465,-117.2541667,3.8
19900621,104648,33.16533333,-115.6316667,3.8
19900621,104721,33.1645,-115.6345,3.8
19900621,110845,33.16116667,-115.6401667,3.6
19900709,105454,32.535,-115.2735,3.6
19900713,233709,33.9,-120.1496667,3.5
19900805,212703,33.32483333,-116.4141667,4.1
19900811,11743,36.00466667,-118.4518333,3.5
19900829,32119,33.11016667,-116.5958333,3.5
19900831,10549,33.24383333,-116.0451667,4.1
19900831,33800,33.24716667,-116.0491667,4.5
19900902,102035,34.1435,-116.995,3.5
19901005,31754,32.466,-115.4358333,3.6
19901018,172156,33.63733333,-117.878,3.8
19901025,30050,33.5215,-116.504,3.5
19901109,71119,34.42766667,-116.8086667,3.5
19901111,33614,34.53133333,-120.9613333,3.5
19901214,142233,36.56566667,-117.9348333,3.5
19901217,174421,34.20666667,-117.0213333,3.5
19901218,165643,35.37416667,-118.8458333,4.3
19910131,3905,36.05333333,-121.6956667,3.5
19910204,163832,36.10733333,-121.8743333,4.3
19910205,160920,36.65583333,-121.1521667,3.7
19910305,102929,32.3955,-117.1661667,3.9
19910308,92735,34.15,-116.7185,3.6
19910317,212549,32.14516667,-115.7833333,3.5
19910331,52921,32.0135,-115.6133333,3.6
19910403,172946,35.46433333,-118.3241667,3.6
19910409,75120,33.47083333,-118.2626667,3.6
19910412,194506,34.5085,-119.0153333,3.7
19910429,70448,32.10383333,-115.6188333,3.5
19910520,150053,33.78133333,-116.9346667,3.6
19910528,115847,35.738,-121.3178333,3.7
19910628,144354,34.26983333,-117.993,5.8
19910628,145932,34.253,-118.039,3.5
19910628,153758,34.253,-117.9778333,4
19910628,170055,34.253,-117.992,4.3
19910629,175339,34.922,-116.5411667,3.6
19910629,175352,34.9085,-116.5793333,4.1
19910705,174157,34.497,-118.5555,4.1
19910706,225438,34.2425,-118.01,4
19910709,90611,33.4915,-116.4241667,3.8
19910719,24136,33.2125,-115.9681667,4.1
19910802,12826,32.882,-117.6275,3.5
19910803,95949,34.0935,-117.3121667,3.6
19910907,51151,32.03466667,-116.3748333,3.7
19910917,211028,35.81033333,-121.4516667,5
19910926,142930,33.26516667,-116.0191667,3.6
19911012,143932,33.89016667,-116.1636667,4
19911012,144446,33.89016667,-116.165,3.6
19911025,141955,35.36083333,-117.6586667,4.4
19911027,205405,33.64666667,-116.7453333,3.7
19911120,95508,36.2005,-120.2063333,3.8
19911120,100645,36.19233333,-120.2048333,3.5
19911120,101226,36.19033333,-120.1865,3.7
19911204,71057,33.06966667,-116.8035,4.3
19911204,81703,34.17766667,-117.0223333,4.1
19911220,31930,35.53166667,-117.3746667,3.5
19911220,103829,35.535,-117.3713333,4.2
19911226,164107,35.5505,-117.4103333,3.6
